Keyword,Review,Tone,Attribute1
battery,  unlike other android phones ,0,
battery, Lumia 520 is a good looking smart phone at a reasonable prize sometimes(not repeatedly) phone is hanging in between usage but it recovers later automatically(with in 5 to 10 min) or if we remove ,0,
battery, regarding the phone internet connectivity is very slow ,0,
battery, Good Looking Nice design two draw backs i easily found in two days is mobile getting heated up and ,1,heated
battery, Nokia ment for high ,3,high
battery, pros: The ,3,pros
battery, The only issue with this phone is its ,1,issue
battery, Good touchgood ,3,good
battery,  the ,0,
battery,  As of Nokia product i dint find any visible con except the ,1,con
battery,  product with excellent ,3,excellent
battery,  With the ,0,
battery, hav got little concern abt  ,2,concern
battery,  Evnthgh its adjustble it would hav been much bettr if ,0,
battery, '<br >~it comes with a 1430mAh ,3,1430
battery,  nokia should have used a 2000mAh ,1,2000
battery,  though the ,0,
battery,  Awful ,1,awful
pricing, good ,3,good
battery, nice phone ,3,nice
battery, A great budget phone good camera even without flash good ,3,good
battery, Pros : Good screen and display<br ><br >Cons : Average ,2,average
battery, '<br >If nokia increases size of ,0,
battery, If you can get over the poor ,1,poor
battery, '<br >One more con to add up is the poor ,1,poor
battery,  decent ,2,decent
prices,  N it was less cost when compared to other showroom ,0,
battery,  This is a perfect fit - the built quality is robust screen is responsive ,0,
battery, Phone is good good ,3,good
battery, 7 hours ,1,7
battery,  so heres the review from my point of viewpros: 1)Battery: switching from android this is a great pro actually being a only 1430 mah ,0,
battery, good phone didnt hanged yet ,0,
battery,  - It has a replaceable ,2,replaceable 
battery, superb look nice ,3,nice
prices, '<br ><br >Cons: Flash is not there in phone speaker not too  loud secondary camera not provided quite heavy (personal opinion)<br ><br >Overall: My friend is happy wihtthe device and he think it is a great smartphone in this range and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high ,0,
battery, '<br >Cons: ,1,Cons
prices, '<br >Pros: Touch is great nice looks very fast and no lags headphone provided is great very nice display clear and crispCons: Battery backup is poor speaker not too loud installed apps are not of great use quite heavy (personal opinion)<br >Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high ,0,
prices, '<br >Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high ,0,
battery, It has very low ,1,low
battery, '<br >but few things are missing which are ,0,
battery, In this budget it good mobile phone nice ,3,nice
battery,  reasonable ,2,reasonable 
battery, '<br >Second thing seal of mobile box was broken and charger was not packed inside box it was very weird but I accepted it because it was working alright but m facing issue on ,1,issue
battery, '<br >pros: long ,3,long
battery, '<br >pros: long ,3,pros
battery, big part it has a good ,3,good
battery, Very good mobile nokia 530 ,0,
battery, Good phone at this price range good ,3,good
battery, features are good affordable easy to operate long ,3,long
battery,  Phone is fast and ,0,
battery, It had a decent ,2,decent
battery, e poor ,1,poor
battery,  Display is clear and with their usage the ,0,
battery,  My mother doesnt use Internet via this phone so she uses it only to make calls and send texts still the ,0,
battery, '<br ><br >I use Lumia 625 initially it was good but now its ,0,
battery,  <br ><br >Nokia should improve their ,1,improve
battery, lumia keypad wo cute and its ,0,
battery, '<br >Decent ,2,decent
battery,  some what ,0,
battery, Nice phone in this price range have got a great touch even camera quality is good so overall a nice phone Even ,0,
battery, '<br ><br >The best: Touch response ,0,
battery, Few of my friends told that ,0,
prices,  Good job in making this masterpiece by APPLE<br ><br >Pros: Touch is great nice looks very fast and no lags headphone provided is great very nice display clear and crisp<br ><br >Cons: Battery backup is poor speaker not too loud installed apps are not of great use quite heavy (personal opinion)<br ><br >Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a smartphone like Samsung or some others which offer similar features for low ,0,
overprice, 2 flawlessly awesomme BUILT qualitysound quality also good CONS small screen size(if you dont want a bulky phone and want a good phone 4s is the best)<br >battery backup isnt that great in 3G network barely a day but in 2g full day <br ><br >overall if you dont have a iphone you dont have one i am very happy with my phone  i have used a lot of android phones in my life but Iphone is iphone but comparison  at first i never liked iphone because of ,1,never
battery, very niceas all know apple is a best brandonly constraint is its ,1,constraint
battery, Battery drain out so quickly it takes 2 and half an hour to charge full and drain out ,1,drain
battery, Except the ,0,
prices,  This is the right time to buy iPhone 4s as due to iPhone 6 launch the ,0,
battery, '<br >Awesome ,3,awesome
battery,  love the ,3,love
prices,  After a long year i purchased from Snapdeal in best ,3,best
prices,  But lately they have slashed      the ,3,slashed
battery,  Not user friendly and no longer ,0,
battery,  CONS:It would have been better if it had an extendable memory and better ,2,better
battery, Out standing voice clarity Solid hardware consumption of ,0,
battery,  Battery is a humble one yet the hardware of phone is such that it consumes nominal ,3,nominal
battery,  PROS- 1 Good ,3,good
battery,  :DFeels solidease of useperformance of OS even under extremely low ram is amazingsmooth operationBlazing fast cameramultitasking with iOS 7<br ><br >Cons :<br ><br >Not for travelling people cause if 3G is ON ,0,
battery,  but ,0,
battery,  The 2600 mAh Li-Ion ,0,
battery,  If your work demands a lot of travel then the dual camera powerful ,3,powerful
battery, but ,0,
battery, The only problem is its ,1,problem
battery, really i am so happy this grand 2good ,3,good
prices, '<br ><br >Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high ,0,
battery,  its 2600 mAh ,0,
battery, It has 1080p*720p give movie a new feel it HD quality screen is bright such a way that it saves ,3,saves
battery,  best thing is ,3,best
battery,  It takes 3 hours to charge the ,0,
battery, Lightweight powerful ,3,powerful
battery, video chat in hd modelong ,3,modelong
battery, 5gb ram superb ,3,superb
battery,  Most imp fact that other phone dont have that 2600mh ,0,
battery,  its main drawback is tht ,1,drawback
battery, Grand 2 is amazing till now no issues works superb ,3,superb
battery, All the features of this hand set is good but ,0,
battery,  but the ,0,
battery, Phone ,0,
battery, Mobile looks premium in hands and ,0,
overpriced,  Definately it is ,1,Definately
battery, Samsung Galaxy Grand 2 is not bad <br ><br >only one thing i got problem that is ,1,problem
battery,  Phone is quite filled with awesome featers like he video god ,3,god
battery, a very good phone with large display good ,3,good
battery, long ,3,long
overpriced, its another ,1,another 
battery, great ,3,great
battery,  but i feel this is enough for daily use of application and games with good ,3,good
battery, Invoice for mobile received without having mention of ,0,
battery, but sound is not effective ,0,
battery, '<br >every thing is too good but the ,0,
battery,  Keeping the brightness low ,0,
battery,  Battery : larger ,0,
battery,  Had just about adequate memory for basic ops - but they were dream phones with adequate wifi and good cellular connections adequate ,2,adequate
battery,  With phones no longer being just phones sometimes manufacturers forget the importance of good cellular reception and ,0,
battery,  This model has adequate CPU and memory and ,2,adequate
battery,  Its ,0,
battery, '<br ><br >I would recommend to buy Galaxy core or Moto g rather then this becoz of the low internal storage and poor ,1,poor
battery, '<br >Note:- I used my phone to play games for 15 min- 30 mins and its ,0,
battery, '<br >If you can carry with low memory and ,1,low
prices,  which offer similar features for high ,0,
battery,  pls remember to select 2G (GPRS) instead of WCDMA or WCDMAGPRS for maximum ,0,
battery, This mobile is my favorite onecamera claritySound Clearity  is superand also ,3,super
battery, if you are looking for bigger screen good ,3,good
battery, but it is ,0,
battery,   Only negative point is its ,1,negative
battery,   If you ignore ,1,ignore
battery, its perfomance is good easy in handle it has clear sound  ,0,
battery,  Touch is great and ,0,
prices,  So the ,0,
battery, Phone is nice all the features are very good but only has one drawbck of ,1,drawback
overheating, everything is gud in this phone but smtimes i face hngng problm and  ,1,problm
battery,  The problem is with the ,1,problem
battery,  Standby time is good but using for videos internet and games ,2,
overpriced,  <br ><br >but it is seems to be ,1,seems
prices, I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high ,0,
prices, cheapest ,3,cheapest
battery, '<br >but ,0,
battery, Good mobile but ,0,
battery,  dont know may be ,0,
battery,  versatile  and long ,3,long
battery, this is the very awesome phone in this range and its is given with easy control with full facility but there ,0,
prices, I am happy with the device and I think it is a great smartphone should really buy it rather than a high end smartphonewhich offer similar features for high ,0,
battery, 1500 Mah ,0,
battery, Good product with good camera and stability but moderate ,2,moderate
battery,  all function is good just the ,0,
battery, The sonud quality and the ,0,
battery, Display perfect headphone sound good camera fine and the con is ,1,con
