Keyword,Review,Tone,Attribute1
service,  of samsung is excellent compare to other companies good processor ram every thing is very good i will suggest everybody to buy this awesome phone,3,
Screen,  with Dumb Resolution nd what we have in 25k is dumb LCD screen,1,resolution
touch,  is awesome I have not buyed it yet but I tried it at Samsung show room ,3,
features,  make this phone ULTIMATE ,3,
games,  are very smooth without no lags the best thing is that you should buy 32gb memory card due to internal memory is low ,3,smooth
smooth , without no lags the best thing is that you should buy 32gb memory card due to internal memory is low ,3,
fast,  processing this phone,3,processing
fast,  downloading video,3,downloading
video,  playback and fast downloading ,3,fast
features,  are available in unbeatable price,3,
fast,  than other phone,3,
internet,  connection is too fast than other phone,3,
smooth , and internet connection is too fast than other phone,3,
clarity,  and super fast processor,3,
UI,  much more pleasing and user friendly and wide compared to what Xperia has to offer,3,
Camera,  is too good for an 8 Meg,3,
hanging,  phone in every 2 to 3 months,1,
sound,  output is better than any other Galaxy phone till date,3,
interface,  and MEGA has made that experience a MEGA experience,3,
hangs,  very frequently and that it heats up very fast when talking or when charging,1,
heats,  up very fast when talking or when charging,1,fast
video,  playback great,3,
features,  amazing crystal sharp clarity for its size,3,
browsing,  experience even better than samsung galaxy tab2,3,
Battery,  lasted 48 hrs with average use with lot of screen use which is major killer of battery and lot of music listened during these hours,3,48
Display,  is wonderful because it super clear LCD ,3,
Camera,  has lots of feature like hdr,3,hdr
browsing,  and watching movies or song this phone is really a boon for them because 3200 mah battery is more than sufficent,3,
UI,  and battery back up is fantastic,3,
Display,  is HD looks amazing ,3,HD
Camera,  is better then the iPhones ,3,
games,  and other experience was of top notch,3,
charging,  2 days once or 3 days once,3,
service,  was amazing as usual,3,
Camera,  is as good as in Note 2,3,
features,  of the phone work perfectly well,3,
internal,memory  ensures more space for apps which cant be installed on memory card,3,ensures
internal,memory  ensures more space for apps which cant be installed on memory card,3,memory
internal,memory  ensures more space for apps which cant be installed on memory card,3,memory
memory , ensures more space for apps which cant be installed on ,3,
UI,  is as usual very user friendly with features such as multi window,3,user friendly
heavy,  and make my hands go numb ,1,
clarity, Beautiful browsing experience with FB,3,
Display,  clarityBeautiful browsing experience with FB,3,clarity
lags,  even with games like NOVASufficient Internal memory(16gb),3,
expandable,  upto 64gbBeautiful designEnough Battery backupAhhhhh,3,
fast,  1 Day delevery by flipkart,3,delevery
performance,  comparable to the iPhone 5,3,
flipkart,  the delivery is perfect ,3,delivery
performance,  with no lag till now,3,lag
flipkart,  for selling me defective piece and since 30days is over i dont know if they will exchange,1,defective
Apps,  look super cool,3,
picture, s and videos look really nice on it,3,
video, s look really nice on it,3,
videos,  look really nice on it,3,
video, s does look good both on phone and hd tvs,1,
videos,  does look good both on phone and hd tvs,1,
heavy,  for my liking,1,
video, s get blur on the hd display,1,blur
videos,  get blur on the hd display,1,blur
Camera,  flash is also bad,1,flash
features,  are good as other samsung galaxy phones,3,
performance,  of the dual core processor beats many quad core processors hands down,3,dual core
gaming,  performance is really magical Ive played almost all height and heavy games on this phone without a single instance a flag the battery life is absolutely awesome its last for more than a day with heavy usage and you still have about 20 percent left at the end of the day and the day is equal to 24 hoursyou get to watch 3 full length Hindi movies you can play high end games for about 2 hours you can do web surfing around 6 hours you can do phone calls for around nine hours you can read eBooks for about 13 hours,3,performance
heavy,  games on this phone without a single instance a flag the battery life is absolutely awesome its last for more than a day with ,3,
performance,  is really magical Ive played almost all height and heavy games on this phone without a single instance a flag the battery life is absolutely awesome its last for more than a day with heavy usage and you still have about 20 percent left at the end of the day and the day is equal to 24 hoursyou get to watch 3 full length Hindi movies you can play high end games for about 2 hours you can do web surfing around 6 hours you can do phone calls for around nine hours you can read eBooks for about 13 hours,3,
surfing,  around 6 hours you can do phone calls for around nine hours you can read eBooks for about 13 hours,3,
video,  which is absolutely never seen in any of the devices it produces excellent stills has all the various modes available in samsung galaxy s4,3,
fast,  to do multi-tasking or any other job you ll expect it to,3,multi-tasking
cheap, er than most of its competitors,3,
fast,  to work and cheaper than most of its competitors,3,
gaming,  experiece is also good ,3,
games,  like real football start in 5-10 sec,3,
heavy,  games like real football start in 5-10 sec,3,
cheap, est in all (sony tipo ,3,
sensor,  and gyroscope(tilting wont work),1,
video,  support is very very poor,1,support
music,  breaks while playing,1,
games,  free ICS waht else do we need,3,
Delivery,  and step by step shipping details,3,
music,  is the best phone in 5000-6000 range,3,
headphone, s and srs sound is simply superb,3,
body,  and build quality is different from other Samsung phones nice looking,3,
build,  quality is different from other Samsung phones nice looking,3,quality
hangs,  even in MX player,1,
video, s hangs even in MX player,1,hangs
videos,  hangs even in MX player,1,hangs
video,  in it it stops in middle,1,
budget,  phone with all you can expect at this price ( I bought it around 5000 INR),3,
music,  skipping problem like some other people,1,
speakers,  are loud enough so that one doesnt miss a call,3,loud
budget,  phoneHeadphones are samsungs standard in ear head phones which wont let down music lovers Cons: Screen size is small,3,
Screen,  size is small,1,size
speakers,  to be loud in both aspect music as well as ringtone( YES THEY ARE DAMN LOUD) and basic features like camera,3,loud
flipkart,  for providing me the product so cheap,3,cheap
clarity,  is superb3)skype is working with back camera used as camera for the other person to see you,3,
sound,  clarity is superb3)skype is working with back camera used as camera for the other person to see you,3,clarity
stylish, ed design and features,3,
Battery,  Life is less than 1 day,1,less
browsing,  speed is very less,1,speed
sound,  system is very good,3,
clarity,  n sound are not much good,1,
hanging,  even after given mobile to samsung service also and no quality headset though it is a music duos,1,
music,  key is annoying,1,key
Looks,  good but it is very costly compare to its facilities,3,
hangs,  a few time,1,
image,  quality is not as good as what it should be,1,quality
Camera,  is fine if it is daylight and is bright around,3,daylight
video, s brake many a time,1,
videos,  brake many a time,1,
games,  like temple run can not be run smoothly,1,smoothly
hangs,  even when you try to call some one,1,call
music,  button at the side of the phone which you cannot disable,1,button
features,  that you get in any high end Samsung phone,3,
hardware,  of the phone is not good enough to support that,1,
features,  you get in expensive galaxy phones,3,
touch,  sensitive and you get all the features you get in expensive galaxy phones,3,sensitive
flipkart,  for providing such an awesome product to me,3,
music,  button(which others mention as a mess) will be very much useful for changing songs instantly,3,button
music,  button provided is very irritatingas it stays on after locking the device,1,button
hardware,  is not given with compatibility to meet the requirement of the software ,1,
music,  lover then definitely you will fall in love with this phone,3,
stylish,  looks but it has got so many bugs,3,
stylish,  and the blue color is nice to see,3,
music,  player gets on most of the time accidentally,1,
Camera,  is good as long as you take pics outdoor,3,outdoor
flipkart,  rocked the delivery,3,delivery
sound,  quality is clear and easy touch options,3,quality
Battery,  back is bit lowOne Problem is that it hangs up some times(on high gaming),1,lowOne
Battery,  life is goodit support each and every this of basic needmusic is so goodbut one thing music button is little bit annoying,3,goodit
music,  is so goodbut one thing ,3,
hangs,  up always and the phone is very very slow,1,
budget,  phone with Android 4,3,
fast,  video playGood Touch screen Wireless FM,3,video
